Company,Fine_Amount,Date,Sector,Type,Country,Authority,Source_URL,PDF_URL
überschritten oder von dem Ermessen in einer dem Zweck der Ermächtigung nicht entsprechender Weise,,2019-06-12,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-sigmaringen-2019-06-12-10-k-902217,
nders lediglich zeitweise ausgesetzt wird. Im Unterschied zu einer Aufenthaltserlaubnis vermag,,2019-01-25,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-dusseldorf-2019-01-25-3-l-258618a,
ft und entsprechende Warnungen oder Hinweise erteilt habe. Diese,,2018-12-20,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgsh-2018-12-20-5-u-27918,
Die für den Fall des Bezuges einer Alters- bzw. Erwerbsunfähigkeitsrente der Versorgungskasse,,2020-05-08,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lagd-2020-05-08-6-sa-55619,
Über eine behördliche Genehmigung für eine Tätigkeit an Sonn- und Feiertagen verfügt die GbR,,2020-03-06,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2020-03-06-6-u-14019,
dass gegenüber diesem Interesse überwöge. Ein überwiegendes öffentliches Interesse oder Interesse,,2022-03-14,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-stade-2022-03-14-6-b-24722,
und die Erläuterungen des Sachverständigen in der mündlichen Verhandlung Bezug,,2021-09-29,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2021-09-29-3d-a-14820o,
GG umfasst in seiner Ausprägung als Meinungsäußerungs- und -verbreitungsfreiheit jede Art und Weise,,2021-05-12,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-karlsruhe-2021-05-12-2-k-504619,
ndigen Sachverhalts abgewogen und ob sie die Belange der Studienbewerber nicht in einer Weise,,2019-09-26,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovghh-2019-09-26-3-nc-419,
Der vorliegende Akteninhalt bietet keine weitergehenden Erkenntnismöglichkeiten. Denn die teilweise,,2019-07-11,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2019-07-11-dl-13-s-67718,
Gegen die Nichtzulassung der Rechtsbeschwerde ist die Nichtzulassungsbeschwerde gegeben. Diese,,2019-06-04,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2019-06-04-kart-216-v,
dass der Betrieb von WEA unter wirtschaftlichen Bedingungen möglich ist. Sowohl der Energieertrag,,2019-04-25,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2019-04-25-12-kn-22617,
eines Bruttomonatsgehalts rechnen können. Auch unter Berücksichtigung der grundsätzlichen Hinweise,,2022-07-12,Sozialgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lsgbw-2022-07-12-l-11-kr-284521,
die vom bloßen Willkürverbot bis zu einer strengen Bindung an Verhältnismäßigkeitserfordernisse,,2022-05-16,Finanzgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-baden-wurttemberg-2022-05-16-10-k-169321,
welche rechtlichen Konsequenzen sich daraus seiner Einschätzung nach ergeben und was richtigerweise,,2022-03-28,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2022-03-28-21-b-167521,
da dies der Billigkeit entspricht. Der Beigeladene hat im vorliegenden Verfahren einen Sachantrag,,2021-06-30,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-stuttgart-2021-06-30-6-k-137720,
der Rechtssicherheit und dem öffentlichen Interesse an der Vermeidung unnötiger Prozesse,,2021-06-17,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-freiburg-2021-06-17-4-k-75120,
Beziehungen nach dem Geschäftsinhalt und ihrer Umsetzung objektiv ausgestaltet sind. Von Interesse,,2020-04-30,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-dusseldorf-2020-04-30-40-k-240118pvl,
nicht mehr mit der Maßstäblichkeit eines Regionalen Raumordnungsprogramms übereinstimmen. Diese,,2020-02-07,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2020-02-07-12-kn-7518,
EUR nebst Zinsen zu zahlen. Das SG ist den Ausführungen des Dr. P. gefolgt. Die Nebendiagnose,,2019-10-15,Sozialgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lsgbw-2019-10-15-l-11-kr-411218,
sondern über die natürliche Geländeoberfläche hinausrage. Die Lüftungsanlagen sollten in der Weise,,2019-08-13,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovghh-2019-08-13-2-bf-43818,
da die Rechtssache grundsätzliche Bedeutung hat. Die Kammer folgt insoweit der Entscheidung des LAG,,2021-10-07,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/arbg-dusseldorf-2021-10-07-9-ca-297721,
wenn die Vergrämungs- und Ablenkflächen bereitgestellt sind und somit in der ersten Brutphase,,2021-03-12,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-aachen-2021-03-12-6-l-41720,
da diese Zuordnung zu Recht erfolgt ist. Maßgeblicher Zeitpunkt der Beurteilung ist dabei der Tag,,2020-06-05,Sozialgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lsgnrw-2020-06-05-l-4-u-75116,
ergerichtliche Schriftverkehr die Weitergabe der Informationen an die oben genannten Kreise,,2019-07-18,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2019-07-18-15-w-2119,
bei Anlieferung mangelhafter Schutzmasken Nachlieferungen abzuwickeln und deshalb nur ein Interesse,,2021-03-17,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-bonn-2021-03-17-1-o-24420,
Widersprüche im Rahmen der Anhörung unterscheidet das behördliche Asylverfahren typischerweise,,2021-02-22,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2021-02-22-a-12-s-258318,
verfolgt. Jedenfalls verfolge sie solche Zwecke spätestens seit Gründung der ...-GmbH,,2022-02-14,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-karlsruhe-2022-02-14-2-k-30320,
durchaus fürsorgliche Zuwendung und einen verständnis- und rücksichtsvollen Umgang beispielsweise,,2021-07-16,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2021-07-16-10-me-8821,
dem eindeutigen Sinn und Zweck der getroffenen Vereinbarung auf den Erschließungsbeitrag,,2021-05-26,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-ansbach-2021-05-26-an-3-s-2100729,
diese nachvollziehbar abzurechnen. Die Abrechnung der erbrachten Leistung erfolgt in der Weise,,2021-03-17,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2021-03-17-11-u-28119,
dass ihre Angaben insoweit nicht den Tatsachen entsprechen. Es ist daher bei der Gefahrenprognose,,2019-12-09,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-wurzburg-2019-12-09-w-10-s-1931482,
weil das öffentliche Interesse an der sofortigen Vollziehung der Verfügungen sein Interesse,,2019-09-17,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-munster-2019-09-17-5-l-86319,
aufzulösen und an sich auszuschütten. Zu diesem Zweck schloss die F Beteiligungsgesellschaft mbH,,2018-09-18,Finanzgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-hamburg-2018-09-18-6-k-7716,
da dieses mittlerweile erloschen sei. Bei dem Leasingvertrag handle es sich nicht um einen Vertrag,,2021-08-23,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgham-2021-08-23-18-u-20020,
dass er bisher nicht vorbestraft ist und auch den von P. geltend gemachten Adhäsionsantrag,,2019-11-22,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-hamburg-2019-11-22-624-kls-919,
Dagegen liegen die Schwermetallgehalte im Eluat verglichen mit den Z-Werten der LAGA teilweise,,2019-11-20,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgce-2019-11-20-14-u-19113,
zur Nichtberufsunfall- und zur Krankentaggeldversicherung und zahlte ihm den entsprechenden Betrag,,2019-05-08,Finanzgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-baden-wurttemberg-2019-05-08-14-k-195518,
r verschiedene IP-Netzwerk-Farbkameras auf technische Werte bestimmter Kameras der Firma D. Bezug,,2019-03-25,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgmuen-2019-03-25-verg-1018,
um den kleingewerbetreibenden Einheimischen die Existenzgrundlage zu rauben. Diese,,2021-08-05,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgsh-2021-08-05-1-kn-417,
WaffG normierten Grundregeln des Widerrufs und der Rücknahme waffenrechtlicher Erlaubnisse,,2020-07-01,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-freiburg-2020-07-01-1-k-273019,
die einen Anspruch auf Verzinsung und Rückzahlung gewähren oder im Austausch für die zeitweise,,2020-03-31,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-hamburg-2020-03-31-311-o-20619,
so genannte Kontaktperson der Kategorie I. Ein solches Risiko kann prinzipiell auf zweierlei Weise,,2021-03-18,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2021-03-18-1-s-87221,
die auch in der konkreten Planungssituation einen städtebaulich relevanten Bezug,,2020-07-14,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2020-07-14-8-s-49918,
ob es sich bei den zwischen den Parteien getroffenen Vereinbarungen um einen Maklerdienstvertrag,,2019-07-11,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2019-07-11-18-u-3718,
denn es findet sich in diesem vom Geschäftsführer X. unterzeichneten Vermerk auch nicht ansatzweise,,2019-04-17,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lagd-2019-04-17-7-sa-106518,
insbesondere wenn der Schutzzweck des Naturschutzgebiets gerade auch die Entwicklung umfasse,,2018-10-26,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-hamburg-2018-10-26-7-k-833416,
Er habe die Erfahrungen und Erkenntnisse über das Raum-Zeit-Verhalten während der Freisetzungsphase,,2021-07-15,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgham-2021-07-15-5-u-15615,
neben den Vorschriften für eine Bekanntgabe - eine Veröffentlichung von Entgelten nach dem TKG,,2022-08-17,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-koln-2022-08-17-21-k-502021,
dass bei Heimabwesenheit kein anteiliges Pflegegeld mehr gewährt werde. Die Mutter habe zu Hause,,2021-04-23,Sozialgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lsgbw-2021-04-23-l-4-p-388719,
ebenso ein Anstieg des Blutdrucks und eine Herzratenveränderung. Besonders deutlich seien diese,,2022-05-05,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgham-2022-05-05-24-u-120,
ftungsstellung in einen im Wesentlichen in Hochrichtung verlaufenden Abschnitt der Schlittenkulisse,,2021-09-30,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2021-09-30-2-u-1520,
die Schwellung und die Verfärbungen kontinuierlich zugenommen. Zudem sei die Kreatinkinase,,2021-05-19,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-hamburg-2021-05-19-336-o-7617,
insbesondere Hygienevorgaben verletzt habe. Es fehlen dazu aber sowohl ein schlüssiger Vortrag,,2022-01-26,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-minden-2022-01-26-7a-k-87721,
werde mit der westlichen F.----------straße T. ein leistungsfähiger und übersichtlicher Straßenzug,,2021-12-20,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-munster-2021-12-20-10-k-255220,
tten sowohl einen Anordnungsanspruch als auch einen Anordnungsgrund glaubhaft gemacht. Diese,,2018-10-12,Sozialgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lsgnrw-2018-10-12-l-6-as-50018-b-er-u,
deren Geräuschemissionen bestimmte Emissionskontingente nachts nicht überschreiten. Diese,,2021-06-15,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-schleswig-holsteinisches-2021-06-15-2-b-2121,
um die Problematik der sachwidrigen Müllentsorgung an den jeweiligen Standorten zu vermeiden. Diese,,2021-04-21,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2021-04-21-5-s-199619,
es sich aber nicht in das Maß der baulichen Nutzung der näheren Umgebung einfüge. Das Gebäude weise,,2021-03-17,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2021-03-17-5-s-103220,
aa. Die Voraussetzungen der Schrankenregelung einer Berichterstattung über Tagesereignisse,,2020-08-13,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-koln-2020-08-13-14-o-7719,
ffentliche Interesse am Sofortvollzug im konkreten Fall Vorrang vor dem Aussetzungsinteresse,,2019-07-04,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-dusseldorf-2019-07-04-6-l-128819,
nachdem dieser Wirkstoff auf der Substitutionsausschlussliste stehe. Sofern erneut ein Open-House,,2018-11-21,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2018-11-21-15-a-86117,
entspricht der Regelungsstruktur des ursprünglichen Mietvertrags. Der neue Mietvertrag,,2022-07-19,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ag-koln-2022-07-19-203-c-19921,
akzeptieren. Ein individuelles Aushandeln dieser Klausel findet nicht statt. Bereits durch diese,,2021-05-28,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2021-05-28-6-u-16020,
der DVO zur GemO bedurft. Hiernach könne die öffentliche Bekanntmachung in anderer geeigneter Weise,,2022-01-17,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-karlsruhe-2022-01-17-14-k-11922,
ZPO als besondere Zulässigkeitsvoraussetzung der Feststellungsklage genannte Feststellungsinteresse,,2021-11-18,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2021-11-18-2-u-1621,
ffentlichen und privaten Belange verkannt noch der Ausgleich zwischen ihnen in einer Weise,,2019-09-11,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2019-09-11-11-d-8116ak,
erhobene Zahlungsklage nicht verhindern. Hierdurch wurde die Verjährung der von der M. gGmbH,,2019-07-03,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/arbg-stuttgart-2019-07-03-4-ca-727418,
dass die Einlassung des Schutzsuchenden ausreichend sein kann und es keiner Nachweise,,2018-12-12,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2018-12-12-a-11-s-192317,
in einer von den Vertragsparteien und dem Notar unterschriebenen Anlage zum notariellen Kaufvertrag,,2018-11-29,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2018-11-29-3-u-2418,
Eine Ergänzungsabrede zum Arbeitsvertrag ist selbst ein Vertrag. Ein solcher Vertrag,,2018-10-24,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/bag-2018-10-24-10-azr-6918,
Sortierung und Verwertung einer Monatsmenge Leichtverpackungen an einem durchschnittlichen Stichtag,,2020-06-02,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-gelsenkirchen-2020-06-02-9-l-196019,
werde auch hierdurch die Rechtmäßigkeit der Wahl tangiert. Darüber hinaus habe Prof. B. am Tag,,2022-01-13,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-stuttgart-2022-01-13-10-k-310619,
Liter Motoröl unter Zugrundelegung der zum jeweiligen Lieferzeitpunkt gültigen Wiederverkaufspreise,,2020-02-19,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2020-02-19-27-u-2117,
Gelbe Wörterbücher - die angegriffene Verletzungsform abzulichten und in den Unterlassungsantrag,,2019-10-15,Ordentliche Gerichtsbarkeit,Endurteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-munchen-ii-2019-10-15-33-o-1388418,
an Erscheinungen dieses Staates Kritik zu üben und für Änderungen der bestehenden Verhältnisse,,2021-04-21,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2021-04-21-3d-a-159520bdg,
nicht jedoch Aufgabe des von der Zulässigkeit der Öffnung nur in faktischer Hinsicht möglicherweise,,2020-05-11,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-hamburg-2020-05-11-9-e-191920,
dass der Zusammenschluss zugleich Verbesserungen der Wettbewerbsbedingungen bewirkt und diese,,2020-04-22,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2020-04-22-kart-319-v,
Als öffentliche Einrichtung im Sinne des Straßenausbaubeitragsrechts ist danach jeder Straßenzug,,2021-09-23,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-luneburg-2021-09-23-3-b-1521,
Der Darlehensnehmer kann seine Verbindlichkeiten aus diesem Vertrag jederzeit ganz oder teilweise,,2021-06-24,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgsh-2021-06-24-5-u-2621,
fzyklus erkenne und die Abgasbehandlung anhand dieser Erkennung gezielt beeinflusse,,2019-09-26,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-stuttgart-2019-09-26-22-o-10419,
rde das hinzukommende Vorhaben den vorhandenen Rahmen sprengen. Eine solche Betrachtungsweise,,2019-03-27,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2019-03-27-3-s-20117,
zahlbar in zwei Raten zu. Wegen der Einzelheiten wird auf den Aktienkauf- und Übertragungsvertrag,,2019-02-19,Finanzgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-baden-wurttemberg-2019-02-19-11-k-180016,
he eines Sechstels wegen der Haftungsprivilegierung der Firma G. GmbH,,2018-12-13,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgstut-2018-12-13-2-u-7118,
eine abgeänderte gemeinsame Betriebserlaubnis für alle Einrichtungsteile auszusprechen. In Bezug,,2021-05-12,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgsh-2021-05-12-3-mb-1019,
die Restforderungen der B. GmbH hätte sie jederzeit mit sonstigen Forderungen aus dem Werkvertrag,,2019-10-02,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgce-2019-10-02-14-u-9419,
dass für diese Zwecke gerade eine solche Veranstaltung auf dem Marktplatz stattfinden muss. Diese,,2019-07-26,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-stuttgart-2019-07-26-8-k-359519,
weil dieser Betrag auf ausgeschiedene Gesellschafter entfalle. Lediglich der Differenzbetrag,,2019-05-22,Finanzgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-munster-2019-05-22-13-v-23519-g,
nstlerischen Einbaus des auf ihrer geistigen Leistung beruhenden Kunstwerks in das Bauwerk lag,,2019-02-21,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/bgh-2019-02-21-i-zr-9817,
Wegen der weitergehenden Vereinbarungen wird auf den in Kopie zur Akte gereichten Vertrag Bezug,,2019-02-08,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-paderborn-2019-02-08-4-o-24318,
dass bereits die erste Stellenausschreibung auf interne Bewerber beschränkt worden wäre. Denn diese,,2021-11-03,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2021-11-03-5-me-8021,
ber die Vermeidung und den Ausgleich von Eingriffen in Natur und Landschaft in die Planungsphase,,2018-12-12,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgmv-2018-12-12-3-km-78718,
führte unter diesen Umständen nicht zur Beibehaltung des Lebensmittelpunktes in Deutschland. Diese,,2021-12-09,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-aachen-2021-12-09-8-k-20419,
nicht zutreffend. Eine solche sei lediglich im Rahmen der Ausweisung von SO-Gebieten in Bezug,,2019-11-21,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-dusseldorf-2019-11-21-4-k-842316,
BGB nach der zutreffenden und mit der Berufung auch inhaltlich nicht angegriffenen Berechnungsweise,,2019-10-10,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgk-2019-10-10-15-u-3919,
berschreitungen die nicht vorauszusehenden NO x -Emissionen im realen Fahrbetrieb seien. Diese,,2019-07-31,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2019-07-31-8-a-285118,
wenn gegenüber der ursprünglichen Einschätzung der Kalamitätsmassen weniger Holz anfällt. Diese,,2022-07-28,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-arnsberg-2022-07-28-8-o-8921,
von der A. nicht weiter fortgeführt und die entsprechende Verknüpfung der Arbeitsverhältnisse,,2022-06-25,Arbeitsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/arbg-dusseldorf-2022-06-25-11-ca-108722,
während sie bei der individuellen Anlage der Sparanteile der Prämien zu einem einzelnen Vertrag,,2020-12-17,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgrost-2020-12-17-4-u-2120,
durch Aufteilung eines Betriebes entstanden sei. Dazu machte er in dem als Anlage zum Sammelantrag,,2020-03-17,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2020-03-17-10-lc-32418,
dass mir eine Ausfertigung der Verbraucherinformation und der Policenbedingungen für den Vertrag,,2019-04-26,Ordentliche Gerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/lg-stuttgart-2019-04-26-3-o-30218,
he mit der Stromproduktion. Von der Abschaltanordnung ausgenommen sind Zeiten mit Niederschlag,,2019-03-13,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2019-03-13-12-lb-12518,
dass infolge der Vergabe allein der Baumeisterarbeiten als Einzelgewerk kein Verbrauchervertrag,,2022-06-09,,Endurteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgmuen-2022-06-09-20-u-829921-bau-e,
die Aufwendungen konkret auf ihre Angemessenheit hin zu überprüfen. Diese Berechnungsweise,,2020-09-29,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-hamburg-2020-09-29-20-k-750617,
lautende Baugenehmigung die Errichtung und den Betrieb einer Spielhalle nicht umfasse,,2018-11-06,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovghh-2018-11-06-4-bs-3718,
sondern durch die Z. GmbH. Die Motorräder hätten sich zwar im Betriebsvermögen der X. GmbH,,2022-06-03,Finanzgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/fg-munster-2022-06-03-9-v-100122-e,
der die Regelungen rascher und einfacher auf dem neuesten Stand zu halten vermag,,2021-11-25,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgni-2021-11-25-13-kn-38920,
das gehärtete Bild gleichzeitig eine hervorragende Festigkeit und Haftung auf dem Träger aufweise,,2019-11-14,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgd-2019-11-14-15-u-7118,
dass der als Verfügbarkeitsnachweis eingereichte Vorvertrag hinfällig wäre noch ändert diese,,2019-10-21,,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgmuen-2019-10-21-verg-1319,
die geplanten Anlagen im Rastbereich von Mornellregenpfeifern sowie in dessen Umfeld störten diese,,2022-06-09,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/ovgnrw-2022-06-09-8-b-40722,
dass mit dem Bau der Zufahrt bereits begonnen worden sei. Ein solches Feststellungsinteresse,,2022-03-17,Verwaltungsgerichtsbarkeit,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vghbw-2022-03-17-5-s-179020,
Danach erwachsen die Feststellungen des Landgerichts H. über die fehlende Kenntnis der C. AG,,2021-06-23,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/olgsh-2021-06-23-9-u-10920,
werden einstweilen bis zu einer Entscheidung in der Hauptsache insoweit aufgehoben als diese,,2020-08-27,Verwaltungsgerichtsbarkeit,Beschluss,Germany,OpenLegalData,https://de.openlegaldata.io/cases/vg-bayreuth-2020-08-27-b-9-e-20658,
einschließlich der Rechts- und Verwaltungsvorschriften des Herkunftslandes und der Weise,,2018-10-04,,Urteil,Germany,OpenLegalData,https://de.openlegaldata.io/cases/eugh-2018-10-04-c-5617,
