enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url,case_name
VTG24-75809,KR,CNC,freight and logistics,competition-related offenses,anti-competitive practices,2022.1.18,980232,Korea Fair Trade Commission,The Fair Trade Commission imposed a total of KRW 96.2 billion in fines along with corrective orders on 12 domestic shipping companies and 11 foreign shipping companies that agreed on freight rates a total of 120 times on Korea-Southeast Asia export and import routes through a total of 541 meetings from December 2003 to December 2018.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=133&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42297",CNC - anti-competitive practices
VTG24-72542,KR,Mercedes-Benz Korea,motor vehicles,environment-related offenses,air pollution violation,2013.1.31,920600,Ministry of Environment,Mercedes-Benz was fined 1 billion won for selling vehicles with unapproved emissions control equipment.,https://www.koreatimes.co.kr/www/tech/2023/10/129_129799.html,Mercedes-Benz Korea - air pollution violation
VTG24-72505,KR,Malaysia Airlines,airlines,competition-related offenses,anti-competitive practices,2010.5.28,910588,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Malaysia Airlines - anti-competitive practices
VTG24-72422,KR,Denso Corporation,automotive parts,competition-related offenses,anti-competitive practices,2017.1.17,876114,Korea Fair Trade Commission,The KFTC fined Denso and NGK Spark Plug a total of 1.8 billion won for bid rigging on contracts to provide automotive oxygen sensors to General Motors.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=317&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40183",Denso Corporation - anti-competitive practices
VTG24-72533,KR,Porsche Korea,motor vehicles,environment-related offenses,air pollution violation,2020.5.6,818328,Ministry of Environment,Porsche was fined 1 billion won for manipulating emissions data on its diesel vehicles.,https://www.koreaherald.com/article/2301930,Porsche Korea - air pollution violation
VTG24-82143,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2015.3.16,815331,Korea Communications Commission,SK Telecom was fined KRW930 million for offering illegal handset discounts.,https://www.mobileworldlive.com/asia-pacific/kcc-fines-3-mobile-players-subsidies/,SK Telecom - telecommunications violation
VTG24-72517,KR,Honda Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,804335,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Honda Korea - motor vehicle safety violation
VTG24-72525,KR,Porsche Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,804335,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Porsche Korea - motor vehicle safety violation
VTG24-72392,KR,Nissan Motors,motor vehicles,consumer-protection-related offenses,consumer protection violation,2019.1.16,801810,Korea Fair Trade Commission,The KFTC fined Nissan for advertising incorrect fuel effiency data for its vehicles.,https://www.koreatimes.co.kr/www/tech/2023/11/129_262170.html,Nissan Motors - consumer protection violation
VTG24-82171,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2010.6.11,798800,Korea Communications Commission,KT was fined 1 billion won for registering users to their mobile phone protection services without offering proper explanations.,"Regulator slaps W3b fines on SKT, KT, The Korea Herland, June 11, 2020 (via Nexis).",KT - telecommunications violation
VTG24-72476,KR,HannStar Display Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,778998,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",HannStar Display Corp. - anti-competitive practices
VTG24-72464,KR,MetLife,financial services,competition-related offenses,anti-competitive practices,2013.3.26,778821,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",MetLife - anti-competitive practices
VTG24-72501,KR,British Airways,airlines,competition-related offenses,anti-competitive practices,2010.5.28,771685,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,British Airways - anti-competitive practices
VTG24-72355,KR,AstraZeneca,pharmaceuticals,competition-related offenses,anti-competitive practices,2022.10.13,770041,Korea Fair Trade Commission,"The KFTC fined AstraZeneca and Alvogen a total of 2.65 billion won for colluding the block the introduction of generic cancer drugs. The KFTC announcement did not indicate how much each company would pay, but it was reported that AstraZeneca's share was 1.1 billion; see (click here)",https://www.fiercepharma.com/pharma/koreas-antitrust-watchdog-slaps-astrazeneca-small-fine-over-plot-stall-generic-lucrative,AstraZeneca - anti-competitive practices
VTG24-82144,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2015.3.16,762729,Korea Communications Commission,KT was fined KRW870 million for offering illegal handset discounts.,https://www.mobileworldlive.com/asia-pacific/kcc-fines-3-mobile-players-subsidies/,KT - telecommunications violation
VTG24-72370,KR,Citibank Korea,financial services,competition-related offenses,anti-competitive practices,2020.3.12,754865,Korea Fair Trade Commission,The KFTC fined Citibank 900 million won for rigging currency swap bids.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=207&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41426",Citibank Korea - anti-competitive practices
VTG24-72512,KR,Ford Sales & Service Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2024.3.20,746750,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://www.koreatimes.co.kr/www/tech/2024/05/129_370984.html,Ford Sales & Service Korea - motor vehicle safety violation
VTG24-72515,KR,Porsche Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2024.3.20,746750,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://www.koreatimes.co.kr/www/tech/2024/05/129_370984.html,Porsche Korea - motor vehicle safety violation
VTG24-72532,KR,Nissan Korea,motor vehicles,environment-related offenses,air pollution violation,2020.5.6,736495,Ministry of Environment,Nissan was fined 900 million won for manipulating emissions data on its diesel vehicles.,https://www.koreaherald.com/article/2301930,Nissan Korea - air pollution violation
VTG24-72393,KR,Toyota Motor Korea,motor vehicles,consumer-protection-related offenses,consumer protection violation,2019.1.15,727814,Korea Fair Trade Commission,The KFTC fined Toyota for misleading advertising about the safety of one of its vehicles.,https://en.yna.co.kr/view/AEN20190115003600320,Toyota Motor Korea - consumer protection violation
VTG24-82176,KR,Google,information technology,consumer-protection-related offenses,telecommunications violation,2020.7.12,720000,Korea Communications Commission,"Google was fined $720,000 for failing to properly notify users of YouTube Premium's charged service.","Google to boost fake news, illegal content monitoring on YouTube, IANS-English, July 12, 2020 (via Nexis).",Google - telecommunications violation
VTG24-72362,KR,Audi Volkswagen Korea,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2021.9.9,712278,Korea Fair Trade Commission,The KFTC fined Audi Volkswagen 831 million won for false advertising about the emissions technology used in its vehicles.,https://www.ftc.go.kr/solution/skin/doc.html?fn=3f10849adccf51017d28510fd355ae13d9cb8a0b230b707a1498653d85bd1d38&rs=/fileupload/data/result/BBSMSTR_000000002402/,Audi Volkswagen Korea - unfair commercial practices
VTG24-72354,KR,Pernod Ricard Korea,beverages,competition-related offenses,anti-competitive practices,2022.12.11,703804,Korea Fair Trade Commission,The KFTC fined Pernod Ricard for paying illegal rebates to bars.,https://www.koreatimes.co.kr/www/tech/2023/11/129_341479.html,Pernod Ricard Korea - anti-competitive practices
VTG24-72423,KR,NGK Spark Plug,automotive parts,competition-related offenses,anti-competitive practices,2017.1.17,623033,Korea Fair Trade Commission,The KFTC fined Denso and NGK Spark Plug a total of 1.8 billion won for bid rigging on contracts to provide automotive oxygen sensors to General Motors.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=317&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40183",NGK Spark Plug - anti-competitive practices
VTG24-72482,KR,Samsung Japan Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,617826,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",Samsung Japan Corp. - anti-competitive practices
VTG24-72486,KR,CJ Cheiljedang,diversified,competition-related offenses,anti-competitive practices,2011.9.5,613997,Korea Fair Trade Commission,The KFTC fined five pharmaceutical companies for giving unlawful kickbacks to health professionals to encourage them to prescribe their drugs.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=529&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37731",CJ Cheiljedang - anti-competitive practices
VTG24-72411,KR,Compania Sudamericana de Vapores S.A,freight and logistics,competition-related offenses,anti-competitive practices,2017.8.21,600375,Korea Fair Trade Commission,The KFTC fined a group of international automobile shipping companies for price fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=297&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40398",Compania Sudamericana de Vapores S.A - anti-competitive practices
VTG24-72380,KR,Hanjin,diversified,competition-related offenses,anti-competitive practices,2019.9.9,591524,Korea Fair Trade Commission,The KFTC fined Hanjin more than 700 million won for bid rigging in connection with contracts for shipping services with the Korea Electric Power Company.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=226&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41228",Hanjin - anti-competitive practices
VTG24-72510,KR,Asiana Airlines,airlines,competition-related offenses,anti-competitive practices,2010.3.11,565376,Korea Fair Trade Commission,The KFTC fined Korean Airlines and Asiana Airlines for abusing their market position by hindering low-cost carriers and restraining discounts on tickets sold through travel agents.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139281510&rs=/viewer/synap/preview/,Asiana Airlines - anti-competitive practices
VTG24-82165,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2013.3.1,553200,Korea Communications Commission,LG Uplus was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,LG Uplus - telecommunications violation
VTG24-72311,KR,Mizuho Securities Asia,financial services,financial offenses,investor protection violation,2023.5.1,548006,Financial Services Commission-Financial Supervisory Service,Mizuho was fined over 700 million won for violating short-selling regulations.,https://www.koreatimes.co.kr/www/biz/2023/09/602_354965.html,Mizuho Securities Asia - investor protection violation
VTG24-76531,KR,Dassault Systemes Korea Co.,aerospace and military contracting,competition-related offenses,anti-competitive practices,2024.6.14,536636,Korea Fair Trade Commission,Corrective order and fine imposed for restricting distribution competition among dealers in the domestic CAD software market,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=33&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=43451",Dassault Systemes Korea Co. - anti-competitive practices
VTG24-72375,KR,LG Uplus,diversified,competition-related offenses,anti-competitive practices,2019.11.21,514884,Korea Fair Trade Commission,The KFTC fined LG Uplus 603 million won for bid rigging at auctions for mobile message service providers held by the National Information Resources Service.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=219&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41300",LG Uplus - anti-competitive practices
VTG24-72433,KR,Mitsubishi Electric,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2016.2.24,511560,Korea Fair Trade Commission,The KFTC fined Denso and Mitsubishi Electric for price-fixing of engine starter motors sold to GM.,https://www.reuters.com/article/southkorea-autos-fine/s-korea-fines-japans-denso-mitsubishi-elec-in-car-part-price-fixing-case-idUSL3N1631RU,Mitsubishi Electric - anti-competitive practices
VTG24-72396,KR,"Hitachi High-Technologies Korea Co., Ltd.",diversified,competition-related offenses,anti-competitive practices,2018.9.14,508108,Korea Fair Trade Commission,The KFTC fined a group of companies for price fixing of tantalum condensers used in electronics production.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=256&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40886","Hitachi High-Technologies Korea Co., Ltd. - anti-competitive practices"
VTG24-72405,KR,Hyundai Mobis,automotive parts,competition-related offenses,anti-competitive practices,2018.2.8,460564,Korea Fair Trade Commission,The KFTC fined Hyundai Mobis for coercive practices toward dealerships.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=276&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40639",Hyundai Mobis - anti-competitive practices
VTG24-72417,KR,Novartis Korea Ltd.,pharmaceuticals,competition-related offenses,anti-competitive practices,2017.6.7,446450,Korea Fair Trade Commission,The KFTC fined Novartis for unfair sales promotions.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=304&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40322",Novartis Korea Ltd. - anti-competitive practices
VTG24-72481,KR,Samsung Electronics Taiwan Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,438746,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",Samsung Electronics Taiwan Corp. - anti-competitive practices
VTG24-72432,KR,Denso Korea Automotive Corp.,automotive parts,competition-related offenses,anti-competitive practices,2016.2.24,414120,Korea Fair Trade Commission,The KFTC fined Denso and Mitsubishi Electric for price-fixing of engine starter motors sold to GM.,https://www.reuters.com/article/southkorea-autos-fine/s-korea-fines-japans-denso-mitsubishi-elec-in-car-part-price-fixing-case-idUSL3N1631RU,Denso Korea Automotive Corp. - anti-competitive practices
VTG24-72398,KR,Nichicon Co. Ltd.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2018.9.14,397572,Korea Fair Trade Commission,The KFTC fined a group of companies for price fixing of tantalum condensers used in electronics production.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=256&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40886",Nichicon Co. Ltd. - anti-competitive practices
VTG24-72379,KR,CJ Logistics,diversified,competition-related offenses,anti-competitive practices,2019.9.9,372845,Korea Fair Trade Commission,The KFTC fined CJ Logistics more than 400 million won for bid rigging in connection with contracts for shipping services with the Korea Electric Power Company.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=226&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41228",CJ Logistics - anti-competitive practices
VTG24-82173,KR,Facebook,information technology,consumer-protection-related offenses,telecommunications violation,2018.3.21,369616,Korea Communications Commission,Facebook was fined 396 million won for illegally limiting user access to its services from late 2016 to 2017.,"Facebook fined in South Korea for limiting user access, Canadian Press, March 21, 2018 (via Nexis).",Facebook - telecommunications violation
VTG24-72467,KR,Shinhan Life,financial services,competition-related offenses,anti-competitive practices,2013.3.26,360896,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",Shinhan Life - anti-competitive practices
VTG24-72330,KR,Mirae Asset Daewoo,financial services,financial offenses,investor protection violation,2018.4.12,360567,Financial Services Commission-Financial Supervisory Service,Mirae was fined 385 million won for failing to identify assets belonging to the chairman of Samsung Electronics.,https://www.koreaherald.com/view.php?ud=20180412000733,Mirae Asset Daewoo - investor protection violation
VTG24-72381,KR,Denso Corporation,automotive parts,competition-related offenses,anti-competitive practices,2019.8.2,360085,Korea Fair Trade Commission,The KFTC fined Denso more than 400 million won for anti-competitive practices in the market for automotive alternators and ignition coils.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=229&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41193",Denso Corporation - anti-competitive practices
VTG24-72382,KR,Hitachi Automotive Systems,diversified,competition-related offenses,anti-competitive practices,2019.8.2,348334,Korea Fair Trade Commission,The KFTC fined Hitachi Automotive more than 400 million won for anti-competitive practices in the market for automotive alternators and ignition coils.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=229&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41193",Hitachi Automotive Systems - anti-competitive practices
VTG24-81551,KR,Hyundai Kefico,motor vehicles,competition-related offenses,anti-competitive practices,2025.7.23,342253,Korea Fair Trade Commission,Violations of the Act on the Fair Trading of Subcontracting Transactions,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=46288",Hyundai Kefico - anti-competitive practices
VTG24-72331,KR,Samsung Securities,financial services,financial offenses,investor protection violation,2018.4.12,327788,Financial Services Commission-Financial Supervisory Service,Samsung Securities was fined 350 million won for failing to identify assets belonging to the chairman of Samsung Electronics.,https://www.koreaherald.com/view.php?ud=20180412000733,Samsung Securities - investor protection violation
VTG24-72372,KR,HSBC,financial services,competition-related offenses,anti-competitive practices,2020.3.12,324592,Korea Fair Trade Commission,The KFTC fined HSBC 387 million won for rigging currency swap bids.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=207&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41426",HSBC - anti-competitive practices
VTG24-72522,KR,Toyota Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,321734,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Toyota Korea - motor vehicle safety violation
VTG24-75812,KR,KT Corporation,telecommunications,financial offenses,investor protection violation,2017.10.17,318503,Korea Fair Trade Commission,The KFTC fined KT for failing to disclose intra-affiliate business deals.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=291&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40465",KT Corporation - investor protection violation
VTG24-72490,KR,CJ Cheiljedang,diversified,competition-related offenses,anti-competitive practices,2011.6.23,315418,Korea Fair Trade Commission,The KFTC fined the company for impeding the agency's price-fixing investigation.,(click here).,CJ Cheiljedang - anti-competitive practices
VTG24-72536,KR,BMW Korea,motor vehicles,environment-related offenses,air pollution violation,2017.1.2,306175,Ministry of Environment,BMW was fined 370 million won for fabricating documents related to emissions testing.,https://en.yna.co.kr/view/AEN20170102006600315,BMW Korea - air pollution violation
VTG24-72333,KR,Mirae Asset Daewoo,financial services,financial offenses,investor protection violation,2018.1.2,304704,Financial Services Commission-Financial Supervisory Service,Mirae was fined over 325 million won for misrepresenting facts to a customer while selling an investment product.,https://www.koreaherald.com/view.php?ud=20180102000794,Mirae Asset Daewoo - investor protection violation
VTG24-72374,KR,CJ Logistics,diversified,competition-related offenses,anti-competitive practices,2020.1.8,288733,Korea Fair Trade Commission,The KFTC fined CJ Losgtics over 337 million won for bid rigging on shipping contracts with Hyundai Heavy Industries.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=213&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41363",CJ Logistics - anti-competitive practices
VTG24-82163,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2011.1.1,281600,Korea Communications Commission,LG Uplus was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,LG Uplus - telecommunications violation
VTG24-78994,KR,Nissan Korea,motor vehicles,environment-related offenses,air pollution violation,2016.5.16,280137,Ministry of Environment,Nissan was fined for manipulating emissions of its Qashqai diesel sport utility vehicles.,https://www.reuters.com/article/business/south-korea-says-nissan-manipulated-emissions-proposes-fine-and-recall-idUSKCN0Y7044/,Nissan Korea - air pollution violation
VTG24-72347,KR,GSK Korea,pharmaceuticals,government-contracting-related offenses,procurement competition violation,2023.7.20,277002,Korea Fair Trade Commission,The KFTC fined GSK Korea for colluding with distributors in responding to Korean government tender orders.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=76&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42940",GSK Korea - procurement competition violation
VTG24-72429,KR,Sony Korea,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2016.9.27,275385,Korea Fair Trade Commission,The KFTC fined Sony for improper setting of a price floor for its online sales of its cameras.,(click here).,Sony Korea - anti-competitive practices
VTG24-72479,KR,LG Display Japan Corp. Ltd.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,268620,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",LG Display Japan Corp. Ltd. - anti-competitive practices
VTG24-72366,KR,Apple Korea,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2021.4.1,265405,Korea Fair Trade Commission,The KFTC fined Apple 300 million won for hampering an investigation of anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=170&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41876",Apple Korea - anti-competitive practices
VTG24-72376,KR,SK Broadband,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2019.11.21,257015,Korea Fair Trade Commission,The KFTC fined SK Broadband 301 million won for bid rigging at auctions for mobile message service providers held by the National Information Resources Service.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=219&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41300",SK Broadband - anti-competitive practices
VTG24-72368,KR,Medtronic Korea,medical equipment and supplies,consumer-protection-related offenses,unfair commercial practices,2020.6.29,224168,Korea Fair Trade Commission,The KFTC fined Medtronic 270 million won for abusing its dominant position by putting improper restrictions on local dealers.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=197&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41531",Medtronic Korea - unfair commercial practices
VTG24-72391,KR,JPMorgan Chase Bank,financial services,competition-related offenses,anti-competitive practices,2019.1.18,223460,Korea Fair Trade Commission,The KFTC fined a group of foreign banks for price fixing in derivatives trading.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=244&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41011",JPMorgan Chase Bank - anti-competitive practices
VTG24-72390,KR,HSBC,financial services,competition-related offenses,anti-competitive practices,2019.1.18,200313,Korea Fair Trade Commission,The KFTC fined a group of foreign banks for price fixing in derivatives trading.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=244&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41011",HSBC - anti-competitive practices
VTG24-72361,KR,Stellantis Korea,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2021.9.9,197998,Korea Fair Trade Commission,The KFTC fined Stellantis 231 million won for false advertising about the emissions technology used in its vehicles.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=151&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42098",Stellantis Korea - unfair commercial practices
VTG24-82169,KR,Google,information technology,consumer-protection-related offenses,telecommunications violation,2014.1.28,193830,Korea Communications Commission,Google was fined 210 million won for collecting data of unspecified people by taking pictures for its Street View service.,"Google fined W210m for data gathering, The Korea Herald, January 28, 2014 (via Nexis).",Google - telecommunications violation
VTG24-75536,KR,Hana Insurance,financial services,consumer-protection-related offenses,privacy violation,2024.12.13,190642,Personal Information Protection Commission,PIPC imposes a total of more than KRW 9 billion on four general insurance companies for using personal information without gaining lawful consent from data subjects for marketing purposes .,https://www.pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&mCode=C020010000&nttId=10853,Hana Insurance - privacy violation
VTG24-72389,KR,Deutsche Bank,financial services,competition-related offenses,anti-competitive practices,2019.1.18,188739,Korea Fair Trade Commission,The KFTC fined a group of foreign banks for price fixing in derivatives trading.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=244&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41011",Deutsche Bank - anti-competitive practices
VTG24-72551,KR,Netflix,entertainment,consumer-protection-related offenses,privacy violation,2021.8.26,188520,Personal Information Protection Commission,"The PIPC fined Netflix for for illegally collecting personal data before the users complete their subscription procedures, and transferring personal information outside South Korea without disclosure.",https://www.kedglobal.com/tech/newsView/ked202108260007,Netflix - privacy violation
VTG24-72359,KR,Nissan Korea,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2021.10.22,146781,Korea Fair Trade Commission,The KFTC fined Nissan Korea 173 million won for making false representations about the effectiveness of the emissions controls on its vehicles.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=146&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42152",Nissan Korea - unfair commercial practices
VTG24-83476,KR,Naver,information technology,competition-related offenses,anti-competitive practices,2025.9.18,144997,South Korean Court System,Naver was sentenced to pay 200 million won after a court found that it had illegally used exclusionary contract terms to black a competitor from accessing property listing data.,https://www.chosun.com/english/national-en/2025/09/18/Z7DKH7OWGZHEDIDYBAVDMGENN4/,Naver - anti-competitive practices
VTG24-76528,KR,Booking.com,miscellaneous services,consumer-protection-related offenses,unfair commercial practices,2024.10.25,141248,Korea Fair Trade Commission,The FTC fined Booking for misleading advertising by falsely promoting free airport taxi services.,https://uk.practicallaw.thomsonreuters.com/w-045-2605?transitionType=Default&contextData=(sc.Default)&firstPage=true,Booking.com - unfair commercial practices
VTG24-72540,KR,Mercedes-Benz Korea,motor vehicles,environment-related offenses,air pollution violation,2016.3.17,140818,Ministry of Environment,The Ministry of Environment fined Mercedes for selling four S350 diesel models with a nine-speed transmission without registering them with the authorities.,https://www.koreatimes.co.kr/www/tech/2023/10/129_200562.html,Mercedes-Benz Korea - air pollution violation
VTG24-72543,KR,"Hanwha Hotels & Resorts Co., Ltd.",diversified,consumer-protection-related offenses,privacy violation,2024.9.4,140375,Personal Information Protection Commission,privacy protection deficiency,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2631,"Hanwha Hotels & Resorts Co., Ltd. - privacy violation"
