enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url,case_name
VTG24-72424,KR,Qualcomm Inc.,miscellaneous manufacturing,competition-related offenses,anti-competitive practices,2016.12.28,847690000,Korea Fair Trade Commission,The KFTC fined Qualcomm and several of its affiliates more than 1 trillion won for failing to live up to its obligation to license essential technology to rival modem chipset producers.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139350430&rs=/viewer/synap/preview/,Qualcomm Inc. - anti-competitive practices
VTG24-72554,KR,Kia Motors,motor vehicles,employment-related offenses,labor standards violation,2017.8.31,373494240,South Korean Court System,"A South Korean court ordered Kia to pay about 420 billion won in additional wages as part of the ruling that regular bonuses should be included as part of a base pay used to calculate overtime, compensation for unused annual leave, severance pay and other payments. Kia estimated it might actually cost the company twice that amount.",https://www.reuters.com/article/uk-kia-motors-wages/blow-to-south-korean-carmakers-as-kia-loses-landmark-wage-dispute-idUSKCN1BB08Q/,Kia Motors - labor standards violation
VTG24-72363,KR,Samsung Electronics,electrical and electronic equipment,consumer-protection-related offenses,unfair commercial practices,2021.6.24,206679584,Korea Fair Trade Commission,"The KFTC fined Samsung Electronics and four affiliates were fined over 200 billion won for the improper granting of contracts for in-house cafeteria services to another affiliates, Samsung Welstory.","https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=160&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41992",Samsung Electronics - unfair commercial practices
VTG24-72360,KR,Google,information technology,competition-related offenses,anti-competitive practices,2021.9.15,177020878,Korea Fair Trade Commission,The KFTC fined Google more than 207 billion won for using its dominant market position to block competing mobile operating systems from entering the market.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=150&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42108",Google - anti-competitive practices
VTG24-72491,KR,GS Caltex Corp.,oil and gas,competition-related offenses,anti-competitive practices,2011.5.26,160992542,Korea Fair Trade Commission,The KFTC fined four oil refiners for anit-competitive practices involving the allocation of gas stations.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139227690&rs=/viewer/synap/preview/,GS Caltex Corp. - anti-competitive practices
VTG24-72494,KR,SK Co.,oil and gas,competition-related offenses,anti-competitive practices,2011.5.26,125322693,Korea Fair Trade Commission,The KFTC fined four oil refiners for anit-competitive practices involving the allocation of gas stations.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139227690&rs=/viewer/synap/preview/,SK Co. - anti-competitive practices
VTG24-72530,KR,Hyundai Oilbank Corp.,heavy equipment,environment-related offenses,waste violation,2023.1.6,118518067,Ministry of Environment,Hyundai Oilbank disclosed that it had been told by the Ministry of Environment that the company would be fined more than 150 billion won for discharging wastewater containing more toxic substances than allowed under regulations.,(click here).,Hyundai Oilbank Corp. - waste violation
VTG24-81553,KR,Coupang Inc.,retailing,competition-related offenses,anti-competitive practices,2024.6.27,100538200,Korea Fair Trade Commission,Coupang was fined for manipulating its in-app alogorithm to favor sales of its private-label products.,https://www.ftc.go.kr/eng/selectBbsNttView.do?key=563&bordCd=821&nttSn=13572,Coupang Inc. - anti-competitive practices
VTG24-83475,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,privacy violation,2025.9.3,96635424,Personal Information Protection Commission,SK Telecom was fined in connection with a data breach that affected more than 20 million customers.,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2877,SK Telecom - privacy violation
VTG24-72480,KR,Samsung Electronics Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,86056894,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",Samsung Electronics Corp. - anti-competitive practices
VTG24-72456,KR,"Hyundai Motor Co., Ltd.",motor vehicles,competition-related offenses,anti-competitive practices,2013.7.29,67677823,Korea Fair Trade Commission,The KFTC fined a group of producers of heavy-duty commercial vehicles for price-fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=459&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38502","Hyundai Motor Co., Ltd. - anti-competitive practices"
VTG24-72492,KR,Hyundai Oilbank Corp.,heavy equipment,competition-related offenses,anti-competitive practices,2011.5.26,67592961,Korea Fair Trade Commission,The KFTC fined four oil refiners for anit-competitive practices involving the allocation of gas stations.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139227690&rs=/viewer/synap/preview/,Hyundai Oilbank Corp. - anti-competitive practices
VTG24-72356,KR,Hyundai Steel,metals,competition-related offenses,anti-competitive practices,2022.8.11,66352487,Korea Fair Trade Commission,The KFTC fined Hyundai Steel for price-fixing of rebar.,https://koreajoongangdaily.joins.com/2022/08/11/business/industry/korea-hyundai-steel-fine/20220811175550623.html,Hyundai Steel - anti-competitive practices
VTG24-72531,KR,Mercedes-Benz Korea,motor vehicles,environment-related offenses,air pollution violation,2020.5.6,63502253,Ministry of Environment,Mercedez-Benz was fined over 77 billion won for manipulating emissions data on its diesel vehicles.,https://www.koreaherald.com/article/2301930,Mercedes-Benz Korea - air pollution violation
VTG24-72477,KR,LG Display Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,58371126,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",LG Display Corp. - anti-competitive practices
VTG24-82153,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2013.12.1,52865120,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-72548,KR,Google,information technology,consumer-protection-related offenses,privacy violation,2022.9.14,50005996,Personal Information Protection Commission,The PIPC fined Google for violating the Personal Information Protection Act by collecting users' personal information and using it for online targeted advertisements without consent.,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=1901,Google - privacy violation
VTG24-76538,KR,Novartis,pharmaceuticals,competition-related offenses,kickbacks and bribery,2017.4.27,48724930,South Korean Court System,"South Korea fined Novartis for offering doctors kickbacks to recommend the company's drugs, and also suspended insurance coverage for some of its drugs.",https://www.reuters.com/article/business/healthcare-pharmaceuticals/south-korea-fines-novartis-49-million-over-kickbacks-suspends-insurance-paymen-idUSKBN17T0S2/,Novartis - kickbacks and bribery
VTG24-72493,KR,S-Oil Corporation,oil and gas,competition-related offenses,anti-competitive practices,2011.5.26,41099667,Korea Fair Trade Commission,The KFTC fined four oil refiners for anit-competitive practices involving the allocation of gas stations.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139227690&rs=/viewer/synap/preview/,S-Oil Corporation - anti-competitive practices
VTG24-72503,KR,Korean Airlines,airlines,competition-related offenses,anti-competitive practices,2010.5.28,39593127,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Korean Airlines - anti-competitive practices
VTG24-72403,KR,Hyundai Steel,metals,competition-related offenses,anti-competitive practices,2018.9.10,37059128,Korea Fair Trade Commission,The KFTC fined Hyundai Steel for price-fixing of rebar.,https://pulsenews.co.kr/view.php?year=2018&no=569602,Hyundai Steel - anti-competitive practices
VTG24-82140,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2014.8.21,36268960,Korea Communications Commission,SK Telecom was fined 37.1 billion won for offering illegal subsidy to mobile phone buyers by offsetting the losses with higher mobile phone charges.,"S. Korea levies punitive fines on mobile operators for illegal subsidy, Philippines News Agency, August 21, 2014 (via Nexis).",SK Telecom - telecommunications violation
VTG24-82175,KR,Google,information technology,consumer-protection-related offenses,telecommunications violation,2023.10.6,35190755,Korea Communications Commission,Google was fined 47.5 billion won for violation of the country's in-app payment laws.,"S. Korea seeks 68 bln won of fines on Google, Apple for in-app billing irregularities, ASEAN Tribune, October 6, 2023 (via Nexis).",Google - telecommunications violation
VTG24-72349,KR,Google,information technology,competition-related offenses,anti-competitive practices,2023.4.11,31863511,Korea Fair Trade Commission,The KFTC fined Google more than 42 billion won for undermining fair competition in the market for mobile games.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=87&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42822",Google - anti-competitive practices
VTG24-72425,KR,Volkswagen,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2016.12.6,31742300,Korea Fair Trade Commission,The KFTC fined Volkswagen for false advertising on vehicle emissions.,https://www.reuters.com/article/us-volkswagen-southkorea/south-korea-to-slap-vw-with-record-fine-pursue-executives-over-emissions-ads-idUSKBN13W094,Volkswagen - unfair commercial practices
VTG24-82152,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2013.7.1,31240350,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-72473,KR,"Samsung Corning Precision Materials Co., Ltd.",miscellaneous manufacturing,competition-related offenses,anti-competitive practices,2011.12.12,30213994,Korea Fair Trade Commission,The KFTC fined several glass companies for price-fixing of cathode ray tube glass.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139286010&rs=/viewer/synap/preview/,"Samsung Corning Precision Materials Co., Ltd. - anti-competitive practices"
VTG24-78990,KR,SK Telecom,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2025.3.12,29349076,Korea Fair Trade Commission,The Korea Fair Trade Commission imposed sanctions on the country's three major telecom companies for engaging in collusion over sales incentives.,https://koreajoongangdaily.joins.com/news/2025-03-12/business/industry/Hit-with-79M-fine-SK-Telecom-KT-and-LG-U-push-back/2260263,SK Telecom - anti-competitive practices
VTG24-82160,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2013.12.1,28037394,Korea Communications Commission,KT was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,KT - telecommunications violation
VTG24-78992,KR,LG Uplus,diversified,competition-related offenses,anti-competitive practices,2025.3.12,26324816,Korea Fair Trade Commission,The Korea Fair Trade Commission imposed sanctions on the country's three major telecom companies for engaging in collusion over sales incentives.,https://koreajoongangdaily.joins.com/news/2025-03-12/business/industry/Hit-with-79M-fine-SK-Telecom-KT-and-LG-U-push-back/2260263,LG Uplus - anti-competitive practices
VTG24-72474,KR,AU Optronics Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,25545762,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",AU Optronics Corp. - anti-competitive practices
VTG24-72407,KR,Hyundai Steel,metals,competition-related offenses,anti-competitive practices,2017.12.21,23671628,Korea Fair Trade Commission,The KFTC fined Hyundai Steel more than 25 billion won for rigging bids on contracts offered by Korea Gas Corporation.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=283&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40555",Hyundai Steel - anti-competitive practices
VTG24-72446,KR,NSK,industrial equipment,competition-related offenses,anti-competitive practices,2014.11.17,23641835,Korea Fair Trade Commission,The KFTC fined several Japanese and German bearing producers for price-fixing and other anti-competitive practices.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,NSK - anti-competitive practices
VTG24-78991,KR,KT Corporation,telecommunications,competition-related offenses,anti-competitive practices,2025.3.12,22681956,Korea Fair Trade Commission,The Korea Fair Trade Commission imposed sanctions on the country's three major telecom companies for engaging in collusion over sales incentives.,https://koreajoongangdaily.joins.com/news/2025-03-12/business/industry/Hit-with-79M-fine-SK-Telecom-KT-and-LG-U-push-back/2260263,KT Corporation - anti-competitive practices
VTG24-72549,KR,Meta Platforms,information technology,consumer-protection-related offenses,privacy violation,2022.9.14,22257004,Personal Information Protection Commission,The PIPC fined Meta for violating the Personal Information Protection Act by collecting users' personal information and using it for online targeted advertisements without consent.,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=1901,Meta Platforms - privacy violation
VTG24-72472,KR,Samsung Electronics,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2012.1.12,22253382,Korea Fair Trade Commission,The KFTC fined Samsung and LG for fixing prices of home appliances.,https://www.koreaherald.com/view.php?ud=20120112000991,Samsung Electronics - anti-competitive practices
VTG24-72495,KR,Samsung SDI Co. Ltd,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.1.27,21472425,Korea Fair Trade Commission,The KFTC fined Samsung SDI for price-fixing and other anti-competitive practices in the market for color display tubes.,http://www.ftc.go.kr/www/selectReportUserView.do?key=10&rpttype=1&report_data_no=4182,Samsung SDI Co. Ltd - anti-competitive practices
VTG24-72441,KR,"Hyundai Engineering & Construction Co., Ltd.",construction and engineering,government-contracting-related offenses,procurement competition violation,2014.11.23,19775800,Korea Fair Trade Commission,The KFTC fined several construction companies for bid rigging in connection with the Four Rivers restoration project.,https://koreajoongangdaily.joins.com/2014/11/23/industry/Fourriver-fines-dog-Korean-companies-abroad/2997674.html,"Hyundai Engineering & Construction Co., Ltd. - procurement competition violation"
VTG24-72308,KR,Credit Suisse,financial services,financial offenses,investor protection violation,2024.7.3,19574152,Financial Services Commission-Financial Supervisory Service,"The Securities and Futures Commission, a sub-commission within the Financial Services Commission responsible for overseeing the securities and futures markets,imposed penalty surcharges amounting to KRW27.173 billion in total on two former Credit Suisse affiliated investment banks for violating short sale regulations under the Financial Investment Services and Capital Markets Act. The level of penalty surcharge imposed on each of the two former Credit Suisse affiliated entities is the largest (KRW16.94 billion on Credit Suisse AG) and the third largest (KRW10.23 billion on Credit Suisse Singapore Ltd.) ever since the penalty surcharge system began to be implemented on naked short sale activities in April 2021.",https://www.fsc.go.kr/eng/pr010101/82597?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=,Credit Suisse - investor protection violation
VTG24-82167,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2013.12.1,19541214,Korea Communications Commission,LG Uplus was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,LG Uplus - telecommunications violation
VTG24-72421,KR,"Hyundai Engineering & Construction Co., Ltd.",construction and engineering,competition-related offenses,anti-competitive practices,2017.4.20,18983088,Korea Fair Trade Commission,The KFTC fined several construction companies for bid rigging in connection with the Wonju-Gangneung railway roadbed construction project.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=307&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40289","Hyundai Engineering & Construction Co., Ltd. - anti-competitive practices"
VTG24-82172,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2016.3.1,18868150,Korea Communications Commission,SK Telecom was fined 23.5 billion won after hindering an investigation into its alleged offering of excessive subsidies to attract more subscribers.,"LG Uplus faces penalty for impeding probe, Korea Times, June 17, 2016 (via Nexis).",SK Telecom - telecommunications violation
VTG24-82146,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2020.7.9,18654151,Korea Communications Commission,SK Telecom was fined KRW22.3 billion for offering illegal subsidies to its 5G network service subscribers.,https://pulse.mk.co.kr/news/english/9423268,SK Telecom - telecommunications violation
VTG24-72470,KR,SK Telecom,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2012.3.15,17903260,Korea Fair Trade Commission,The KFTC fined SK for price-fixing and consumer fraud.,https://techcrunch.com/2012/03/15/samsung-lg-korean-carriers-fined-for-mobile-price-fixing-scheme/,SK Telecom - anti-competitive practices
VTG24-76530,KR,CJ Freshway,diversified,competition-related offenses,anti-competitive practices,2024.8.13,17876425,Korea Fair Trade Commission,"The FTC fined CJ Freshway, a food distributor serving large restaurant chains, 24.5 billion won for unfairly supporting another CJ affiliate in dominating a regional food ingredient distribution market.",https://www.koreatimes.co.kr/www/tech/2025/02/129_380492.html,CJ Freshway - anti-competitive practices
VTG24-82159,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2013.7.1,17289180,Korea Communications Commission,KT was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,KT - telecommunications violation
VTG24-72358,KR,Mercedes-Benz Group,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2022.2.7,16840013,Korea Fair Trade Commission,The KFTC fined Mercedes-Benz over 20 billion won for deceptive advertising about the effectiveness of the emissions control technology installed on its diesel passenger vehicles.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=131&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42315",Mercedes-Benz Group - unfair commercial practices
VTG24-72499,KR,Asiana Airlines,airlines,competition-related offenses,anti-competitive practices,2010.5.28,16782118,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Asiana Airlines - anti-competitive practices
VTG24-72459,KR,"Scania Korea Co., Lid.",motor vehicles,competition-related offenses,anti-competitive practices,2013.7.29,16572447,Korea Fair Trade Commission,The KFTC fined a group of producers of heavy-duty commercial vehicles for price-fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=459&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38502","Scania Korea Co., Lid. - anti-competitive practices"
VTG24-72322,KR,Woori Bank,financial services,financial offenses,investor protection violation,2020.3.9,16566235,Financial Services Commission-Financial Supervisory Service,Woori was fined over 19 billon won for its role in a scandal involving improper marketing of derivative-linked funds.,https://en.yna.co.kr/view/AEN20200309007300320,Woori Bank - investor protection violation
VTG24-72351,KR,Mercedes-Benz Group,motor vehicles,competition-related offenses,anti-competitive practices,2023.2.9,16246759,Korea Fair Trade Commission,The KFTC fined several German car companies for colluding to avoid competition in the development of emissions control technology.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=92&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42758",Mercedes-Benz Group - anti-competitive practices
VTG24-72471,KR,LG Electronics,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2012.1.12,16235226,Korea Fair Trade Commission,The KFTC fined Samsung and LG for fixing prices of home appliances.,https://www.koreaherald.com/view.php?ud=20120112000991,LG Electronics - anti-competitive practices
VTG24-72539,KR,Volkswagen,motor vehicles,environment-related offenses,air pollution violation,2016.8.3,16028900,Ministry of Environment,VW was fined over 17 billion won for falsifying submissions on emissions and noise levels.,https://www.reuters.com/article/cbusiness-us-volkswagen-southkorea-idCAKCN10D05D/,Volkswagen - air pollution violation
VTG24-72460,KR,Volvo Group Korea Ltd.,motor vehicles,competition-related offenses,anti-competitive practices,2013.7.29,16024215,Korea Fair Trade Commission,The KFTC fined a group of producers of heavy-duty commercial vehicles for price-fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=459&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38502",Volvo Group Korea Ltd. - anti-competitive practices
VTG24-73646,KR,Meta Platforms,information technology,consumer-protection-related offenses,privacy violation,2024.11.5,15730554,Personal Information Protection Commission,"The PIPC found that Meta has been collecting and using sensitive data without obtaining consent from users and launched investigations against the company. Over the course of investigations, the PIPC got civil complaints saying the company rejected a request to access personal information without legitimate reasons and a report of its data breaches caused by hackers.",https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2698,Meta Platforms - privacy violation
VTG24-82154,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2014.3.1,15636210,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-82174,KR,Apple Inc.,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2023.10.6,15187589,Korea Communications Commission,Apple was fined 20.5 billion won for violation of the country's in-app payment laws.,"S. Korea seeks 68 bln won of fines on Google, Apple for in-app billing irregularities, ASEAN Tribune, October 6, 2023 (via Nexis).",Apple Inc. - telecommunications violation
VTG24-72409,KR,Denso Korea Automotive Corp.,automotive parts,competition-related offenses,anti-competitive practices,2017.11.6,15134609,Korea Fair Trade Commission,The KFTC fined Denso and Delphi Automotive for colluding on contracts to supply engine parts to South Korean automakers.,https://en.yna.co.kr/view/AEN20171106004600320,Denso Korea Automotive Corp. - anti-competitive practices
VTG24-72449,KR,Schaeffler Korea,industrial equipment,competition-related offenses,anti-competitive practices,2014.11.17,14956005,Korea Fair Trade Commission,The KFTC fined several Japanese and German bearing producers for price-fixing and other anti-competitive practices.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,Schaeffler Korea - anti-competitive practices
VTG24-72413,KR,Mitsui O.S.K. Lines LTD.,freight and logistics,competition-related offenses,anti-competitive practices,2017.8.21,14779745,Korea Fair Trade Commission,The KFTC fined a group of international automobile shipping companies for price fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=297&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40398",Mitsui O.S.K. Lines LTD. - anti-competitive practices
VTG24-72309,KR,BNP Paribas,financial services,financial offenses,investor protection violation,2023.12.24,14586148,Financial Services Commission-Financial Supervisory Service,The FSC fined BNP for illegal naked short selling.,https://www.bloomberg.com/news/articles/2023-12-25/korea-fines-global-banks-record-20-million-for-illegal-naked-short-selling,BNP Paribas - investor protection violation
VTG24-72346,KR,Broadcom,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2023.9.21,14363869,Korea Fair Trade Commission,The KFTC fined Broadcom more than 19 billion won for coercing Samsung Electronics into a unilaterally unfavorable long-term agreement.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=68&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=43036",Broadcom - anti-competitive practices
VTG24-72321,KR,Hana Bank,financial services,financial offenses,investor protection violation,2020.3.9,14103573,Financial Services Commission-Financial Supervisory Service,Hana Bank was fined over 16 billon won for its role in a scandal involving improper marketing of derivative-linked funds.,https://en.yna.co.kr/view/AEN20200309007300320,Hana Bank - investor protection violation
VTG24-72420,KR,Doosan Heavy Industries & Construction,diversified,competition-related offenses,anti-competitive practices,2017.4.20,14090720,Korea Fair Trade Commission,The KFTC fined several construction companies for bid rigging in connection with the Wonju-Gangneung railway roadbed construction project.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=307&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40289",Doosan Heavy Industries & Construction - anti-competitive practices
VTG24-82147,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2020.7.9,12882239,Korea Communications Commission,KT was fined KRW15.4 billion for offering illegal subsidies to its 5G network service subscribers.,https://pulse.mk.co.kr/news/english/9423269,KT - telecommunications violation
VTG24-75804,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,consumer protection violation,2023.5.24,12770722,Korea Fair Trade Commission,The KFTC fined SK over 16 billion won for making misleading statements about the performance of its 5G network.,https://koreajoongangdaily.joins.com/2023/05/24/business/industry/korea-5g-speed/20230524190733614.html,SK Telecom - consumer protection violation
VTG24-72469,KR,Samsung Electronics,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2012.3.15,12585460,Korea Fair Trade Commission,The KFTC fined Samsung for price-fixing and consumer fraud.,https://techcrunch.com/2012/03/15/samsung-lg-korean-carriers-fined-for-mobile-price-fixing-scheme/,Samsung Electronics - anti-competitive practices
VTG24-72350,KR,BMW,motor vehicles,competition-related offenses,anti-competitive practices,2023.2.9,12424132,Korea Fair Trade Commission,The KFTC fined several German car companies for colluding to avoid competition in the development of emissions control technology.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=92&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42758",BMW - anti-competitive practices
VTG24-72541,KR,Volkswagen,motor vehicles,environment-related offenses,air pollution violation,2015.11.26,12383820,Ministry of Environment,Volkswagen was fined over 14 billion won for rigging diesel emissions test readings.,https://koreajoongangdaily.joins.com/2015/11/26/etc/VW-fined-14-billion-won-for-rigged-emissions-readings/3012084.html,Volkswagen - air pollution violation
VTG24-76526,KR,Doosan Enerbility Co.,diversified,financial offenses,accounting fraud or deficiencies,2024.3.20,12022675,Financial Services Commission-Financial Supervisory Service,The FSC fined power plant builder Doosan Enerbility for inappropriate bookkeeping related to losses from an Indian project.,https://www.kedglobal.com/fraud-scandals/newsView/ked202403200020,Doosan Enerbility Co. - accounting fraud or deficiencies
VTG24-82145,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2020.7.9,11292872,Korea Communications Commission,LG Uplus was fined KRW13.5 billion for offering illegal subsidies to its 5G network service subscribers.,https://pulse.mk.co.kr/news/english/9423267,LG Uplus - telecommunications violation
VTG24-72412,KR,Kawasaki Kisen Kaisha. LTD.,freight and logistics,competition-related offenses,anti-competitive practices,2017.8.21,11239723,Korea Fair Trade Commission,The KFTC fined a group of international automobile shipping companies for price fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=297&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40398",Kawasaki Kisen Kaisha. LTD. - anti-competitive practices
VTG24-75803,KR,KT Corporation,telecommunications,consumer-protection-related offenses,consumer protection violation,2023.5.24,10570182,Korea Fair Trade Commission,The KFTC fined KT over 13 billion won for making misleading statements about the performance of its 5G network.,https://koreajoongangdaily.joins.com/2023/05/24/business/industry/korea-5g-speed/20230524190733614.html,KT Corporation - consumer protection violation
VTG24-82139,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2014.8.21,10518976,Korea Communications Commission,KT was fined 10.76 billion won for offering illegal subsidy to mobile phone buyers by offsetting the losses with higher mobile phone charges.,"S. Korea levies punitive fines on mobile operators for illegal subsidy, Philippines News Agency, August 21, 2014 (via Nexis).",KT - telecommunications violation
